x,l,abs_err_forward,rel_err_forward,abs_err_back,rel_err_back,rel_err_sph_forward,rel_err_sph_back
0.99,36,5.227209724095738e-16,4.284055382073714e-15,1.638338870194130e-01,1.342730601024414e+00,4.214093377066945e-15,1.342730601024414e+00
0.99,37,5.541763879388095e-16,7.571114161695086e-15,1.415041836127106e-01,1.933219010781075e+00,7.683113180279152e-15,1.933219010781075e+00
0.99,38,5.742154934049518e-16,2.371135785751807e-14,1.169692582506704e-01,4.830068106076250e+00,2.374621416476019e-14,4.830068106076250e+00
0.99,39,5.862789366397475e-16,2.444396872980608e-14,9.075404049142583e-02,3.783845520002210e+00,2.445602581422177e-14,3.783845520002210e+00
0.99,40,5.872716592539295e-16,8.329223381298341e-15,6.340181087645666e-02,8.992224250012704e-01,8.321870322116118e-15,8.992224250012704e-01
0.99,41,5.571511676495666e-16,4.865843305545920e-15,3.546413645185435e-02,3.097237176567493e-01,4.882504592235029e-15,3.097237176567494e-01
0.99,42,5.209184862978167e-16,3.356707916780567e-15,7.490805864622579e-03,4.826944715966456e-02,3.398869204588276e-15,4.826944715966459e-02
0.99,43,5.293888157703597e-16,2.759269455544240e-15,1.998005622023008e-02,1.041396365133112e-01,2.754755735370658e-15,1.041396365133112e-01
0.99,44,5.418435882267869e-16,2.419999653719120e-15,4.643152032789062e-02,2.073739831135879e-01,2.499319912098298e-15,2.073739831135879e-01
0.99,45,5.498802368303357e-16,2.192452677062988e-15,7.137686183111817e-02,2.845899549037163e-01,2.213794778701396e-15,2.845899549037162e-01
0.99,46,5.806444734746119e-16,2.133442611320196e-15,9.436789277413821e-02,3.467327991259088e-01,2.127624920020953e-15,3.467327991259088e-01
0.99,47,6.072345317548189e-16,2.110794387232460e-15,1.150024732656057e-01,3.997575275987508e-01,2.177976070501745e-15,3.997575275987508e-01
0.99,48,5.981814436145649e-16,2.012852068995878e-15,1.329310760467859e-01,4.473067399714074e-01,2.063389374375480e-15,4.473067399714074e-01
0.99,49,6.332824889487831e-16,2.106695762228219e-15,1.478622962453831e-01,4.918829721796947e-01,2.118059757054499e-15,4.918829721796948e-01
0.99,50,7.073063922752310e-16,2.373449422344605e-15,1.595672185743498e-01,5.354464866804915e-01,2.335855788563372e-15,5.354464866804915e-01
